Perturbaton	 Ratio_StepLength(%)	 StepLength_R(cm)	 StepLegnth_L(cm)	 Ratio_StancePhase(%)	 StancePhase_R(%)	 StancePhase_L(%)	 Ratio_SwingPhase(%)	 SwingPhase_R(%)	 SwingPhase_L(%)	 Ratio_DoubleLimbS(%)	 doublelimbS_R(%)	 doublelimbS_L(%)	 Cadence(step/min)	 RTO-LTO(s)	 LTO-RTO(s)	 L swing duration(s)	 R double limb duration(s)	 R swing duration(s)	 L double limb duration(s)	 R stance duration(s)	 L stance duration(s)	 
0.000000	 0.170243	 531.692911	 530.568075	 -0.583232	 60.843282	 61.192768	 0.871191	 39.156718	 38.807232	 0.176258	 22.060947	 22.007905	 46.037637	 0.638636	 0.665000	 0.505545	 0.132182	 0.510455	 0.154545	 0.793182	 0.797182	 
0.000000	 -0.731824	 547.905616	 550.891046	 0.408725	 61.296713	 61.042787	 -0.669908	 38.703287	 38.957213	 -0.119260	 22.353776	 22.356532	 44.593718	 0.663636	 0.680909	 0.524091	 0.140455	 0.520455	 0.160455	 0.825000	 0.821364	 
0.000000	 3.647786	 560.384409	 539.546867	 0.119782	 60.776486	 60.699365	 -0.213570	 39.223514	 39.300635	 -0.308271	 21.488600	 21.528657	 44.070918	 0.673636	 0.686818	 0.535000	 0.139545	 0.533182	 0.153636	 0.827727	 0.826364	 
0.000000	 3.157754	 567.242493	 549.187453	 0.048850	 61.261042	 61.226874	 -0.105398	 38.738958	 38.773126	 0.106297	 22.488494	 22.453199	 43.749528	 0.680909	 0.691364	 0.531818	 0.148636	 0.531818	 0.159545	 0.840455	 0.840000	 
0.000000	 2.040404	 564.950686	 553.202050	 0.638193	 61.506308	 61.112950	 -1.025461	 38.493692	 38.887050	 -0.066637	 22.617990	 22.619135	 43.475451	 0.689545	 0.690909	 0.536818	 0.152727	 0.531364	 0.159545	 0.849091	 0.843636	 
0.000000	 4.317287	 568.373329	 543.416273	 1.416293	 61.172598	 60.310291	 -2.205230	 38.827402	 39.689709	 -0.181879	 21.484087	 21.514265	 43.535483	 0.684762	 0.692381	 0.547143	 0.139048	 0.534762	 0.157619	 0.843333	 0.831429	 
0.000000	 3.775322	 575.935640	 554.202370	 1.028238	 61.300946	 60.672333	 -1.617703	 38.699054	 39.327667	 -0.098910	 21.983590	 21.988271	 42.577309	 0.696818	 0.712273	 0.554091	 0.142727	 0.545000	 0.167273	 0.864091	 0.855000	 
0.000000	 0.639019	 562.084948	 558.099585	 0.139956	 61.199412	 61.107425	 -0.262716	 38.800588	 38.892575	 -0.299061	 22.262143	 22.313509	 43.312930	 0.679048	 0.710000	 0.539524	 0.137619	 0.538095	 0.171905	 0.848095	 0.847619	 
25.000000	 2.161717	 576.909610	 564.426598	 -0.158080	 61.210666	 61.221483	 0.245551	 38.789334	 38.778517	 0.390214	 22.582840	 22.481340	 42.294181	 0.703000	 0.715714	 0.548095	 0.152857	 0.550000	 0.165714	 0.868571	 0.868571	 
25.000000	 6.416494	 584.687657	 548.124180	 1.247816	 61.523231	 60.753123	 -2.011604	 38.476769	 39.246877	 -0.106303	 22.273942	 22.277450	 42.438884	 0.705909	 0.706364	 0.555000	 0.152727	 0.544091	 0.162273	 0.870000	 0.859091	 
25.000000	 2.766184	 581.177031	 564.913308	 0.836274	 61.654106	 61.136251	 -1.360033	 38.345894	 38.863749	 -0.263875	 22.763889	 22.816080	 42.319955	 0.705286	 0.715667	 0.551429	 0.151952	 0.543762	 0.171905	 0.874333	 0.867619	 
25.000000	 -0.232787	 569.722925	 570.463130	 0.825043	 61.808982	 61.298088	 -1.341817	 38.191018	 38.701912	 0.223510	 23.105358	 23.036310	 42.518251	 0.695238	 0.716667	 0.546190	 0.148571	 0.540000	 0.176667	 0.872381	 0.865238	 
25.000000	 -0.159119	 566.824595	 567.111129	 0.553058	 62.047418	 61.700589	 -0.929899	 37.952582	 38.299411	 -0.456489	 23.718813	 23.803072	 42.664777	 0.693500	 0.711429	 0.539048	 0.157143	 0.533333	 0.178095	 0.872857	 0.868571	 
25.000000	 -3.302931	 562.822582	 581.164716	 0.029183	 61.862849	 61.842434	 -0.063765	 38.137151	 38.157566	 0.180828	 23.731656	 23.677784	 42.304277	 0.697095	 0.720048	 0.540905	 0.156667	 0.540952	 0.179095	 0.877619	 0.876714	 
25.000000	 -3.300709	 579.205084	 598.123941	 -0.496827	 61.904732	 62.206593	 0.767903	 38.095268	 37.793407	 0.154542	 24.133439	 24.085611	 41.106628	 0.718571	 0.740476	 0.551429	 0.167143	 0.556190	 0.184286	 0.903810	 0.907619	 
25.000000	 -3.688012	 563.232076	 583.380320	 -0.203258	 62.245416	 62.365452	 0.289917	 37.754584	 37.634548	 0.051296	 24.618909	 24.753884	 42.335630	 0.701429	 0.716667	 0.533333	 0.167143	 0.535238	 0.181429	 0.882381	 0.883810	 
25.000000	 -0.382898	 580.254288	 582.250494	 -0.143184	 62.430597	 62.488899	 0.200931	 37.569403	 37.511101	 0.155817	 24.986601	 24.939203	 41.927506	 0.714286	 0.718571	 0.537143	 0.176190	 0.537619	 0.180952	 0.894762	 0.894762	 
25.000000	 0.021125	 571.572318	 571.039926	 0.038687	 62.327098	 62.395275	 -0.097362	 37.672902	 37.604725	 -0.607995	 24.647835	 24.890433	 42.591648	 0.693810	 0.714286	 0.530000	 0.165238	 0.528571	 0.185714	 0.879524	 0.879524	 
25.000000	 1.260430	 577.333718	 569.379783	 0.286936	 62.536171	 62.348674	 -0.535907	 37.463829	 37.651326	 -0.192226	 24.884076	 24.915139	 42.453222	 0.699091	 0.714091	 0.532273	 0.167273	 0.529091	 0.185000	 0.884091	 0.881364	 
25.000000	 -1.077931	 579.047622	 584.934525	 -0.245789	 62.324169	 62.474199	 0.384383	 37.675831	 37.525801	 -0.139688	 24.785031	 24.809600	 41.979528	 0.698571	 0.731429	 0.536667	 0.161905	 0.538571	 0.192857	 0.890952	 0.893333	 
25.000000	 -1.394326	 576.891407	 584.692710	 0.537336	 62.297332	 61.863573	 -0.909521	 37.702668	 38.136427	 0.415362	 24.242775	 23.992871	 42.188921	 0.702381	 0.719048	 0.541905	 0.160000	 0.538095	 0.180952	 0.884762	 0.879048	 
25.000000	 -2.918183	 573.490988	 590.015726	 0.776144	 62.403062	 61.951389	 -0.829071	 37.596938	 38.048611	 0.073164	 24.055024	 24.479436	 42.080812	 0.707143	 0.723000	 0.543000	 0.165000	 0.535714	 0.186000	 0.890000	 0.888000	 
0.000000	 -0.490298	 563.631611	 565.796324	 -0.079376	 62.149310	 62.195044	 0.105289	 37.850690	 37.804956	 -0.190748	 24.293243	 24.328353	 43.204480	 0.687143	 0.705238	 0.525714	 0.160000	 0.526667	 0.178571	 0.863333	 0.865238	 
0.000000	 -1.478347	 571.634875	 579.938506	 -0.004594	 62.226396	 62.225152	 -0.021594	 37.773604	 37.774848	 0.019465	 24.474053	 24.458081	 42.451610	 0.695000	 0.717727	 0.533636	 0.161818	 0.533636	 0.184091	 0.880000	 0.879545	 
0.000000	 -1.217104	 577.275915	 583.715299	 -0.312403	 61.923668	 62.112609	 0.476998	 38.076332	 37.887391	 -0.142561	 24.047381	 24.056190	 42.056469	 0.702857	 0.722381	 0.540476	 0.163810	 0.542905	 0.179476	 0.883762	 0.886190	 
0.000000	 0.277295	 578.675475	 576.571955	 -0.350968	 61.905733	 62.119071	 0.543507	 38.094267	 37.880929	 -0.157684	 24.006588	 24.037578	 42.460416	 0.697619	 0.717619	 0.535714	 0.160952	 0.538571	 0.179048	 0.875238	 0.878571	 
0.000000	 -1.493709	 558.370064	 566.479469	 -0.608787	 61.653767	 61.978512	 0.942894	 38.346233	 38.021488	 0.082600	 23.526599	 23.465475	 43.418460	 0.678182	 0.704545	 0.525500	 0.152227	 0.532273	 0.172273	 0.850909	 0.856773	 
0.000000	 -1.428866	 560.508414	 567.956209	 -0.332422	 61.272147	 61.468717	 0.478843	 38.727853	 38.531283	 -0.257155	 22.713514	 22.762033	 43.052855	 0.684714	 0.705286	 0.535714	 0.149476	 0.538095	 0.167190	 0.851429	 0.854762	 
0.000000	 -1.494615	 568.985711	 577.068702	 -0.849422	 61.932218	 62.453784	 1.350712	 38.067782	 37.546216	 -0.057128	 24.437495	 24.432978	 42.532756	 0.692857	 0.716667	 0.529048	 0.163333	 0.535714	 0.180952	 0.873810	 0.880000	 
0.000000	 -0.661503	 562.520386	 565.863668	 0.267866	 62.148398	 61.973902	 -0.496705	 37.851602	 38.026098	 -0.046894	 24.070320	 24.075438	 43.268039	 0.685909	 0.702773	 0.528136	 0.158182	 0.526364	 0.176409	 0.862273	 0.860955	 
0.000000	 -2.937846	 548.696023	 564.375993	 0.301853	 61.836402	 61.645199	 -0.520744	 38.163598	 38.354801	 0.079036	 23.481739	 23.447537	 43.806208	 0.674500	 0.696364	 0.525455	 0.148182	 0.523227	 0.173136	 0.847227	 0.844545	 
0.000000	 -0.810359	 549.494392	 553.559741	 -0.032412	 61.433461	 61.446660	 0.007172	 38.566539	 38.553340	 -0.246264	 22.837591	 22.882883	 44.259230	 0.670000	 0.688500	 0.523500	 0.146000	 0.523500	 0.165000	 0.833500	 0.834500	 
