Perturbaton	 Ratio_StepLength(%)	 StepLength_R(cm)	 StepLegnth_L(cm)	 Ratio_StancePhase(%)	 StancePhase_R(%)	 StancePhase_L(%)	 Ratio_SwingPhase(%)	 SwingPhase_R(%)	 SwingPhase_L(%)	 Ratio_DoubleLimbS(%)	 doublelimbS_R(%)	 doublelimbS_L(%)	 Cadence(step/min)	 RTO-LTO(s)	 LTO-RTO(s)	 L swing duration(s)	 R double limb duration(s)	 R swing duration(s)	 L double limb duration(s)	 R stance duration(s)	 L stance duration(s)	 
0.000000	 1.467412	 513.102366	 504.895486	 0.037968	 61.995762	 61.956252	 -0.173183	 38.004238	 38.043748	 -0.054508	 24.027934	 24.014280	 46.208926	 0.648182	 0.646364	 0.493182	 0.156818	 0.491818	 0.154545	 0.805455	 0.803182	 
0.000000	 2.961267	 521.046377	 505.653380	 0.181150	 62.515968	 62.394050	 -0.365085	 37.484032	 37.605950	 -0.368667	 24.862660	 24.923200	 45.585025	 0.660435	 0.658261	 0.495652	 0.164348	 0.493913	 0.164348	 0.823043	 0.822609	 
0.000000	 4.107705	 530.391004	 508.822861	 1.216007	 62.845716	 62.073193	 -2.116144	 37.154284	 37.926807	 0.515029	 24.940853	 24.790633	 44.883820	 0.675000	 0.661364	 0.506818	 0.168182	 0.498182	 0.163182	 0.840455	 0.829545	 
0.000000	 3.085774	 523.858954	 507.203487	 0.268672	 62.749264	 62.572780	 -0.509233	 37.250736	 37.427220	 -0.540789	 25.304181	 25.403622	 45.348071	 0.668261	 0.656087	 0.495652	 0.172609	 0.492174	 0.163913	 0.830870	 0.828696	 
0.000000	 5.347537	 528.959237	 500.938080	 0.870992	 62.944771	 62.381706	 -1.589344	 37.055229	 37.618294	 -0.036204	 25.306174	 25.270453	 45.430348	 0.666190	 0.652273	 0.497273	 0.169524	 0.490455	 0.161818	 0.831818	 0.824545	 
0.000000	 4.135075	 523.904339	 502.382793	 -0.295367	 62.428913	 62.605279	 0.432900	 37.571087	 37.394721	 -0.361757	 25.049123	 25.121670	 45.500140	 0.655652	 0.662609	 0.493043	 0.163043	 0.494348	 0.168261	 0.823478	 0.825652	 
0.000000	 3.968353	 522.762277	 502.123323	 -0.180019	 62.654618	 62.746781	 0.155437	 37.345382	 37.253219	 0.110945	 25.374614	 25.329999	 45.549647	 0.656957	 0.661739	 0.491304	 0.165652	 0.493478	 0.168261	 0.825652	 0.827391	 
0.000000	 3.840753	 529.643291	 509.240637	 -0.748501	 62.459355	 62.725139	 1.184023	 37.540645	 37.274861	 -0.119276	 25.220564	 25.217443	 44.899596	 0.667727	 0.667727	 0.497727	 0.170000	 0.500909	 0.166818	 0.835000	 0.837727	 
25.000000	 7.153241	 534.590206	 498.048950	 -0.250314	 61.404850	 61.547632	 0.324235	 38.595150	 38.452368	 -0.374225	 22.715192	 22.786490	 45.497786	 0.657391	 0.662174	 0.507391	 0.150435	 0.508261	 0.150000	 0.810870	 0.812609	 
25.000000	 6.014284	 538.174026	 508.488845	 -0.187430	 61.301507	 61.474318	 0.239383	 38.698493	 38.525682	 0.778908	 22.642738	 22.380096	 45.268634	 0.671304	 0.656087	 0.511304	 0.160435	 0.516818	 0.134783	 0.806957	 0.816522	 
25.000000	 9.968880	 546.837450	 494.562515	 0.020084	 61.478627	 61.441372	 -0.202533	 38.521373	 38.558628	 -0.924451	 22.853354	 22.987816	 45.122745	 0.673182	 0.659545	 0.513636	 0.159091	 0.512273	 0.147273	 0.817727	 0.818636	 
25.000000	 7.093173	 539.951393	 502.260022	 0.314191	 61.529570	 61.246138	 -0.549186	 38.470430	 38.753862	 0.067721	 22.895323	 22.852785	 45.037405	 0.670870	 0.660000	 0.514783	 0.156522	 0.512174	 0.147826	 0.820000	 0.816522	 
25.000000	 4.932931	 535.751481	 509.588088	 0.323023	 61.448340	 61.236159	 -0.608378	 38.551660	 38.763841	 0.059565	 22.653274	 22.574274	 45.051213	 0.674091	 0.660000	 0.516818	 0.156818	 0.515455	 0.144545	 0.819091	 0.816818	 
25.000000	 4.157703	 529.545255	 507.310589	 0.128555	 61.316286	 61.220426	 -0.316700	 38.683714	 38.779574	 -1.432248	 22.575605	 22.967007	 45.360701	 0.659130	 0.663043	 0.512609	 0.146522	 0.510435	 0.152609	 0.811739	 0.809565	 
25.000000	 3.732442	 531.729848	 511.952880	 1.539358	 61.942197	 60.986520	 -2.520594	 38.057803	 39.013480	 -0.283524	 22.939174	 22.948653	 45.124407	 0.674348	 0.654348	 0.518696	 0.156522	 0.505652	 0.148696	 0.823913	 0.810870	 
