Perturbaton	 Ratio_StepLength(%)	 StepLength_R(cm)	 StepLegnth_L(cm)	 Ratio_StancePhase(%)	 StancePhase_R(%)	 StancePhase_L(%)	 Ratio_SwingPhase(%)	 SwingPhase_R(%)	 SwingPhase_L(%)	 Ratio_DoubleLimbS(%)	 doublelimbS_R(%)	 doublelimbS_L(%)	 Cadence(step/min)	 RTO-LTO(s)	 LTO-RTO(s)	 L swing duration(s)	 R double limb duration(s)	 R swing duration(s)	 L double limb duration(s)	 R stance duration(s)	 L stance duration(s)	 
0.000000	 -5.098608	 443.167799	 465.444747	 -0.376556	 63.311102	 63.536131	 0.550090	 36.688898	 36.463869	 -0.180834	 26.856332	 26.864351	 52.105497	 0.566000	 0.586800	 0.420000	 0.142917	 0.422400	 0.164400	 0.729600	 0.732000	 
0.000000	 -4.375714	 455.563993	 474.971248	 -0.242018	 63.674914	 63.811084	 0.289819	 36.325086	 36.188916	 0.123546	 27.545311	 27.488254	 50.614437	 0.581923	 0.602308	 0.428462	 0.153462	 0.430000	 0.172308	 0.755385	 0.755769	 
0.000000	 -6.388016	 461.712772	 491.177169	 -0.183553	 63.769188	 63.873604	 0.227013	 36.230812	 36.126396	 -0.456359	 27.639819	 27.709741	 49.416253	 0.601667	 0.612917	 0.438750	 0.162917	 0.439167	 0.173750	 0.774583	 0.775833	 
0.000000	 -4.445653	 465.928683	 486.602766	 -0.293235	 63.599587	 63.772747	 0.411683	 36.400413	 36.227253	 -0.362951	 27.392314	 27.441643	 49.301139	 0.597200	 0.618400	 0.440800	 0.157600	 0.442000	 0.176400	 0.774400	 0.776000	 
0.000000	 -5.854777	 469.804892	 497.813566	 -0.722754	 63.499840	 63.947500	 1.173279	 36.500160	 36.052500	 0.093939	 27.430088	 27.357227	 48.882744	 0.606667	 0.622500	 0.442917	 0.163333	 0.449583	 0.172917	 0.780000	 0.785833	 
0.000000	 -3.490070	 460.674775	 476.012489	 0.093095	 64.089109	 63.887863	 -0.261273	 35.910891	 36.112137	 -0.004695	 27.792379	 27.773235	 50.126117	 0.596800	 0.605600	 0.433600	 0.162000	 0.433600	 0.172000	 0.767200	 0.767600	 
0.000000	 -5.971250	 451.296119	 478.757559	 -0.123890	 64.014933	 64.083984	 0.140086	 35.985067	 35.916016	 -0.097149	 28.115028	 28.119187	 50.853758	 0.581923	 0.598462	 0.423846	 0.158462	 0.424615	 0.173846	 0.756154	 0.756923	 
0.000000	 -6.904064	 463.859923	 494.079118	 0.329161	 63.979415	 63.925721	 -0.676463	 36.020585	 36.074279	 -0.084023	 28.116082	 28.115162	 50.131653	 0.594400	 0.604400	 0.432400	 0.163200	 0.430000	 0.174400	 0.770400	 0.767600	 
25.000000	 -2.236261	 473.101919	 481.636848	 0.247832	 59.295484	 59.275364	 -0.858527	 40.704516	 40.724636	 -0.961090	 18.176014	 18.444392	 47.132783	 0.636522	 0.639565	 0.522174	 0.115652	 0.515455	 0.116087	 0.751739	 0.747273	 
25.000000	 1.898332	 470.224065	 460.099804	 -0.048308	 59.077349	 59.098483	 0.025071	 40.922651	 40.901517	 -0.303837	 18.180733	 18.176734	 49.143820	 0.610800	 0.612917	 0.502000	 0.109200	 0.502400	 0.114400	 0.720833	 0.720417	 
25.000000	 -1.505181	 470.452312	 471.995646	 1.909353	 60.738521	 59.367563	 -3.406764	 39.261479	 40.632437	 1.894896	 20.404147	 20.074663	 50.205734	 0.609583	 0.594167	 0.483600	 0.117200	 0.464000	 0.121600	 0.736250	 0.712500	 
25.000000	 -5.769189	 461.917137	 488.661191	 1.544379	 59.710084	 58.779501	 -2.339793	 40.289916	 41.220499	 -0.607483	 18.462567	 18.545750	 49.319334	 0.610400	 0.610400	 0.502000	 0.105600	 0.490000	 0.120400	 0.726800	 0.716000	 
25.000000	 -8.486003	 451.831625	 491.015287	 -0.338349	 59.371806	 59.569049	 0.473709	 40.628194	 40.430951	 0.990494	 19.180007	 18.838106	 49.899159	 0.591200	 0.611600	 0.486400	 0.105200	 0.490000	 0.121600	 0.714400	 0.716800	 
25.000000	 -6.947823	 466.165869	 498.851505	 0.605527	 61.701374	 61.312625	 -1.083338	 38.298626	 38.687375	 -0.291158	 22.960520	 22.972224	 49.554510	 0.603750	 0.608333	 0.469167	 0.135417	 0.465000	 0.143333	 0.747500	 0.743750	 
