Perturbaton	 Ratio_StepLength(%)	 StepLength_R(cm)	 StepLegnth_L(cm)	 Ratio_StancePhase(%)	 StancePhase_R(%)	 StancePhase_L(%)	 Ratio_SwingPhase(%)	 SwingPhase_R(%)	 SwingPhase_L(%)	 Ratio_DoubleLimbS(%)	 doublelimbS_R(%)	 doublelimbS_L(%)	 Cadence(step/min)	 RTO-LTO(s)	 LTO-RTO(s)	 L swing duration(s)	 R double limb duration(s)	 R swing duration(s)	 L double limb duration(s)	 R stance duration(s)	 L stance duration(s)	 
0.000000	 -1.785158	 593.452562	 603.784774	 0.928212	 62.929289	 62.340923	 -1.606183	 37.070711	 37.659077	 -0.056590	 25.196147	 25.192165	 38.922036	 0.783333	 0.767778	 0.582778	 0.196667	 0.575000	 0.192778	 0.971667	 0.964444	 
0.000000	 -4.094773	 569.336100	 592.393562	 -0.259710	 63.426264	 63.384442	 0.381219	 36.573736	 36.615558	 -0.144480	 26.743141	 26.913050	 40.074964	 0.747500	 0.744500	 0.546500	 0.201500	 0.546500	 0.198000	 0.947000	 0.946000	 
0.000000	 -4.050173	 569.240805	 592.609019	 0.413949	 63.499690	 63.085387	 -0.736327	 36.500310	 36.914613	 0.177442	 26.605829	 26.555734	 40.087726	 0.751000	 0.744737	 0.552500	 0.198500	 0.546842	 0.197895	 0.951000	 0.942632	 
0.000000	 -3.997829	 552.876216	 575.081267	 -0.058458	 63.636729	 63.664254	 0.027312	 36.363271	 36.335746	 -0.040596	 27.275198	 27.262925	 41.431337	 0.726190	 0.725238	 0.526667	 0.197619	 0.527619	 0.197619	 0.921905	 0.922857	 
0.000000	 -1.121173	 551.344157	 557.114335	 -0.213532	 63.335962	 63.463901	 0.315096	 36.664038	 36.536099	 -0.302670	 26.835299	 26.895403	 41.853049	 0.712857	 0.718571	 0.523333	 0.190476	 0.523810	 0.194762	 0.908095	 0.909048	 
0.000000	 -2.823509	 566.641328	 582.543224	 0.022205	 63.638937	 63.617935	 -0.090771	 36.361063	 36.382065	 0.384431	 27.245873	 27.133789	 40.514526	 0.746500	 0.737000	 0.539500	 0.206000	 0.541000	 0.196000	 0.943000	 0.943000	 
0.000000	 -2.563330	 568.616211	 582.832130	 0.121745	 63.592201	 63.509279	 -0.254547	 36.407799	 36.490721	 -0.210066	 27.149664	 27.180981	 40.473985	 0.741500	 0.739500	 0.541000	 0.202000	 0.538500	 0.201000	 0.944000	 0.941500	 
0.000000	 -6.472149	 550.872993	 587.350498	 -1.215336	 63.105348	 63.867609	 2.046885	 36.894652	 36.132391	 0.001196	 26.929566	 26.921670	 40.985876	 0.735238	 0.733333	 0.530000	 0.203810	 0.541905	 0.191429	 0.924762	 0.937143	 
25.000000	 -4.942990	 552.645297	 580.341354	 0.036304	 61.897464	 61.661324	 -0.186509	 38.102536	 38.338676	 1.064020	 23.799017	 23.697711	 40.712926	 0.736000	 0.727000	 0.561500	 0.180526	 0.560000	 0.170526	 0.912632	 0.909474	 
25.000000	 -3.651344	 571.355824	 587.544198	 -0.249974	 61.126830	 61.241839	 1.184143	 38.873170	 38.758161	 -1.536015	 22.207663	 22.332009	 39.466071	 0.764000	 0.756000	 0.590500	 0.177000	 0.593000	 0.163000	 0.929500	 0.933000	 
