Perturbaton	 Ratio_StepLength(%)	 StepLength_R(cm)	 StepLegnth_L(cm)	 Ratio_StancePhase(%)	 StancePhase_R(%)	 StancePhase_L(%)	 Ratio_SwingPhase(%)	 SwingPhase_R(%)	 SwingPhase_L(%)	 Ratio_DoubleLimbS(%)	 doublelimbS_R(%)	 doublelimbS_L(%)	 Cadence(step/min)	 RTO-LTO(s)	 LTO-RTO(s)	 L swing duration(s)	 R double limb duration(s)	 R swing duration(s)	 L double limb duration(s)	 R stance duration(s)	 L stance duration(s)	 
0.000000	 4.850643	 590.209625	 561.758997	 2.315888	 61.224181	 59.733227	 -3.591245	 38.775819	 40.266773	 -0.167594	 20.991882	 21.010589	 44.634791	 0.687619	 0.657619	 0.540952	 0.147619	 0.522381	 0.135238	 0.823333	 0.805238	 
0.000000	 1.286753	 581.353148	 573.763093	 2.170763	 61.205767	 59.883846	 -3.382192	 38.794233	 40.116154	 -0.152963	 21.111863	 21.127051	 44.627762	 0.683478	 0.661739	 0.539130	 0.143043	 0.520870	 0.140870	 0.820909	 0.804783	 
0.000000	 1.891383	 574.309139	 563.174545	 1.914981	 61.169708	 60.005249	 -2.971872	 38.830292	 39.994751	 -0.050262	 21.128485	 21.111219	 45.370784	 0.676818	 0.646818	 0.529545	 0.147727	 0.515000	 0.131818	 0.809091	 0.794545	 
0.000000	 2.724776	 583.423458	 567.353825	 2.987992	 61.478704	 59.657514	 -4.665799	 38.521296	 40.342486	 -0.154453	 21.170947	 21.166400	 44.724769	 0.686087	 0.653913	 0.540870	 0.146087	 0.516087	 0.137826	 0.825217	 0.800000	 
0.000000	 2.220949	 587.931424	 574.912589	 1.924136	 61.073263	 59.904801	 -2.976154	 38.926737	 40.095199	 -0.309055	 21.004702	 21.046768	 44.303749	 0.692273	 0.661818	 0.542727	 0.149091	 0.525909	 0.135909	 0.827273	 0.810909	 
0.000000	 0.556277	 598.984244	 595.173226	 2.408136	 60.930938	 59.476346	 -3.675119	 39.069062	 40.523654	 -0.119100	 20.392534	 20.386617	 43.003294	 0.712857	 0.682381	 0.565714	 0.148095	 0.545714	 0.136667	 0.850476	 0.830476	 
0.000000	 1.039473	 602.503518	 596.052908	 3.012499	 61.438825	 59.602203	 -4.709362	 38.561175	 40.397797	 0.009832	 21.028805	 21.021788	 42.856697	 0.717727	 0.684091	 0.565909	 0.150909	 0.540455	 0.143636	 0.860455	 0.835000	 
0.000000	 0.435431	 587.211003	 584.350135	 2.573171	 61.341988	 59.605515	 -3.965796	 38.658012	 40.394485	 -0.136090	 20.959912	 20.965531	 43.923972	 0.694545	 0.667727	 0.548571	 0.146364	 0.527727	 0.140000	 0.838182	 0.814091	 
25.000000	 -0.546291	 589.894043	 593.948434	 1.143510	 59.871475	 59.020482	 -1.711261	 40.128525	 40.979518	 -0.374037	 18.900666	 19.126771	 43.301445	 0.699500	 0.686667	 0.568500	 0.133810	 0.555238	 0.131429	 0.830000	 0.820476	 
25.000000	 -1.795886	 586.732154	 596.823533	 1.530935	 60.299863	 59.367750	 -2.383314	 39.700137	 40.632250	 1.090232	 19.841065	 19.591262	 43.173423	 0.710909	 0.678182	 0.564545	 0.146818	 0.552727	 0.125455	 0.838182	 0.825000	 
25.000000	 2.385861	 598.546539	 583.968939	 1.136723	 60.335102	 59.647938	 -1.737650	 39.664898	 40.352062	 -0.532129	 19.979465	 20.047884	 43.276634	 0.710476	 0.678182	 0.559545	 0.149091	 0.549091	 0.126190	 0.836818	 0.824286	 
25.000000	 0.196706	 599.395275	 597.770271	 1.202271	 60.513371	 59.788019	 -1.829048	 39.486629	 40.211981	 -0.134387	 20.315031	 20.319453	 42.820764	 0.713810	 0.688095	 0.563333	 0.149524	 0.552857	 0.135238	 0.848095	 0.837619	 
25.000000	 3.653463	 600.246138	 578.386648	 0.130206	 60.278592	 60.192998	 -0.242857	 39.721408	 39.807002	 0.162787	 20.460207	 20.417981	 43.229295	 0.695909	 0.692727	 0.552727	 0.143182	 0.552273	 0.140455	 0.836818	 0.835909	 
25.000000	 2.003507	 595.519110	 583.278390	 0.470206	 60.491828	 60.202812	 -0.750004	 39.508172	 39.797188	 -0.149861	 20.709827	 20.715686	 43.364715	 0.695238	 0.687619	 0.550476	 0.145238	 0.546190	 0.141429	 0.837143	 0.832857	 
25.000000	 1.476519	 598.573338	 589.523295	 0.520434	 60.851829	 60.532785	 -0.824307	 39.148171	 39.467215	 -0.182168	 21.373051	 21.396216	 43.285640	 0.695000	 0.692727	 0.547273	 0.146818	 0.542727	 0.150000	 0.841429	 0.839545	 
25.000000	 0.894153	 596.450646	 590.826270	 0.829264	 60.689458	 60.181679	 -1.308765	 39.310542	 39.818321	 -0.438616	 20.853296	 20.883125	 43.319341	 0.696818	 0.687727	 0.551818	 0.146364	 0.544545	 0.143182	 0.840909	 0.834091	 
25.000000	 5.026671	 612.597405	 582.191143	 1.425717	 60.364631	 59.504523	 -2.169149	 39.635369	 40.495477	 0.328162	 19.913765	 19.827992	 42.981710	 0.709524	 0.686190	 0.564762	 0.143810	 0.553333	 0.132857	 0.842857	 0.830000	 
25.000000	 1.089295	 594.105174	 589.372301	 1.383483	 60.287516	 59.444135	 -2.158387	 39.712484	 40.555865	 -0.899020	 19.626789	 19.859908	 42.818953	 0.708619	 0.704714	 0.572500	 0.133381	 0.556450	 0.140952	 0.848619	 0.838095	 
25.000000	 -3.658280	 582.437441	 600.967348	 -0.631741	 59.207676	 59.456641	 0.887272	 40.792324	 40.543359	 0.507258	 19.180264	 18.861154	 43.168374	 0.681429	 0.708636	 0.560476	 0.118636	 0.570000	 0.138636	 0.820000	 0.827273	 
25.000000	 -1.558681	 606.760130	 611.031914	 0.736332	 60.144482	 59.845838	 -1.224754	 39.855518	 40.154162	 -0.772709	 19.768030	 19.964776	 41.925254	 0.718619	 0.713762	 0.569524	 0.148619	 0.571950	 0.136000	 0.852905	 0.862381	 
25.000000	 -0.487564	 589.564628	 591.915896	 1.583721	 60.440858	 59.487266	 -2.397695	 39.559142	 40.512734	 -0.088457	 19.892074	 19.897636	 43.561116	 0.696364	 0.682273	 0.558636	 0.138182	 0.545909	 0.136364	 0.832727	 0.820455	 
25.000000	 2.636833	 607.757362	 591.487542	 1.057324	 60.579684	 59.960635	 -1.625119	 39.420316	 40.039365	 -0.135023	 20.683241	 20.687183	 42.899446	 0.703810	 0.694762	 0.558095	 0.145714	 0.550952	 0.143810	 0.847619	 0.840476	 
0.000000	 2.952309	 600.340210	 582.722531	 0.920530	 60.544405	 59.978836	 -1.466243	 39.455595	 40.021164	 0.171836	 20.498246	 20.448961	 43.585649	 0.699048	 0.680000	 0.551364	 0.146364	 0.544545	 0.135455	 0.833636	 0.826364	 
0.000000	 4.128195	 606.690319	 581.770085	 0.940545	 60.452003	 59.870998	 -1.516368	 39.547997	 40.129002	 -0.778295	 20.283193	 20.353973	 43.495529	 0.693682	 0.687227	 0.554136	 0.139545	 0.545682	 0.141545	 0.834318	 0.826773	 
0.000000	 4.251242	 616.437076	 590.453382	 1.715651	 60.710750	 59.671757	 -2.634657	 39.289250	 40.328243	 -0.241494	 20.409052	 20.421477	 42.535119	 0.713333	 0.697143	 0.568571	 0.144286	 0.553333	 0.143810	 0.856667	 0.841429	 
0.000000	 5.669920	 615.534199	 581.282881	 1.569790	 60.470833	 59.522164	 -2.398070	 39.529167	 40.477836	 0.189765	 20.020383	 19.964817	 42.906009	 0.706762	 0.689905	 0.565714	 0.142000	 0.552857	 0.137048	 0.845714	 0.831905	 
0.000000	 3.326554	 597.537766	 577.528340	 0.774121	 60.508834	 60.033474	 -1.231462	 39.491166	 39.966526	 -0.382555	 20.500171	 20.549732	 43.868373	 0.690182	 0.681636	 0.547455	 0.140909	 0.540909	 0.140727	 0.828182	 0.822545	 
0.000000	 3.441573	 597.727969	 577.280938	 1.598366	 60.916159	 59.938340	 -2.519711	 39.083841	 40.061660	 -0.068759	 20.862937	 20.871148	 43.802222	 0.686364	 0.682727	 0.548636	 0.138182	 0.535000	 0.147727	 0.834545	 0.820909	 
0.000000	 0.720400	 597.787668	 593.140375	 2.095789	 61.213584	 59.936481	 -3.270415	 38.786416	 40.063519	 0.014472	 21.142971	 21.112501	 43.287965	 0.698182	 0.688636	 0.555455	 0.142273	 0.538182	 0.150455	 0.848636	 0.830909	 
0.000000	 1.242910	 594.622518	 586.871352	 2.482796	 61.491285	 59.970426	 -3.927830	 38.508715	 40.029574	 -0.194254	 21.431461	 21.456369	 43.706366	 0.692273	 0.682273	 0.550045	 0.141818	 0.529182	 0.153091	 0.844455	 0.824091	 
0.000000	 -0.451059	 586.117371	 588.491623	 1.209871	 61.300850	 60.555270	 -1.943161	 38.699150	 39.444730	 0.011924	 21.777473	 21.808156	 43.822755	 0.687727	 0.678182	 0.539091	 0.147571	 0.529591	 0.148591	 0.839500	 0.827682	 
0.000000	 0.729767	 593.284975	 588.679063	 1.547096	 61.105733	 60.156948	 -2.454261	 38.894267	 39.843052	 -0.197323	 21.176991	 21.199546	 43.879461	 0.693450	 0.677550	 0.546000	 0.147000	 0.533900	 0.143650	 0.835600	 0.824550	 
