Perturbaton	 Ratio_StepLength(%)	 StepLength_R(cm)	 StepLegnth_L(cm)	 Ratio_StancePhase(%)	 StancePhase_R(%)	 StancePhase_L(%)	 Ratio_SwingPhase(%)	 SwingPhase_R(%)	 SwingPhase_L(%)	 Ratio_DoubleLimbS(%)	 doublelimbS_R(%)	 doublelimbS_L(%)	 Cadence(step/min)	 RTO-LTO(s)	 LTO-RTO(s)	 L swing duration(s)	 R double limb duration(s)	 R swing duration(s)	 L double limb duration(s)	 R stance duration(s)	 L stance duration(s)	 
0.000000	 -7.437501	 562.479986	 604.982949	 -1.661590	 60.712352	 61.969033	 2.595244	 39.287648	 38.030967	 0.146216	 22.525941	 22.467417	 43.567551	 0.668095	 0.709524	 0.523810	 0.144286	 0.544286	 0.165238	 0.834286	 0.853810	 
0.000000	 -4.206464	 565.386873	 588.840186	 -0.182195	 61.498992	 61.601386	 0.226264	 38.501008	 38.398614	 0.032041	 23.088407	 23.075891	 44.246796	 0.674545	 0.681818	 0.520909	 0.154091	 0.522727	 0.159091	 0.834091	 0.835909	 
0.000000	 -2.153327	 578.770913	 590.409020	 -0.866711	 61.538103	 62.064393	 1.338424	 38.461897	 37.935607	 0.056090	 23.626935	 23.607992	 43.445952	 0.682727	 0.697727	 0.523636	 0.159091	 0.530909	 0.166818	 0.850000	 0.856818	 
0.000000	 -3.655750	 574.891979	 595.774214	 -1.486138	 61.264417	 62.172076	 2.331450	 38.735583	 37.827924	 -0.340591	 23.421210	 23.482932	 43.476334	 0.681905	 0.699524	 0.522381	 0.159048	 0.534286	 0.165238	 0.845714	 0.858571	 
0.000000	 -1.958498	 575.642158	 586.317340	 -0.946888	 61.445454	 62.025258	 1.496323	 38.554546	 37.974742	 0.012798	 23.524280	 23.513502	 43.742744	 0.679545	 0.689545	 0.520455	 0.160455	 0.527727	 0.161818	 0.843182	 0.850000	 
0.000000	 -1.945009	 585.370833	 596.618084	 -1.465134	 61.300867	 62.195711	 2.300161	 38.699133	 37.804289	 -0.046016	 23.481257	 23.472142	 43.120945	 0.691364	 0.701818	 0.526364	 0.164091	 0.539091	 0.162727	 0.853182	 0.865909	 
0.000000	 -1.166138	 589.846032	 596.434794	 -1.012319	 61.654554	 62.274177	 1.598292	 38.345446	 37.725823	 0.211038	 23.892927	 23.828820	 43.227330	 0.686190	 0.704762	 0.524286	 0.160952	 0.534286	 0.170476	 0.856190	 0.865714	 
0.000000	 -3.391093	 575.364258	 594.948428	 -1.131247	 61.531084	 62.218702	 1.753179	 38.468916	 37.781298	 -0.049231	 23.748659	 23.750905	 43.810284	 0.674545	 0.696364	 0.517727	 0.156364	 0.527273	 0.169091	 0.843182	 0.852727	 
25.000000	 -2.330819	 580.574155	 595.445815	 0.485750	 63.293601	 63.009277	 -0.956465	 36.706399	 36.990723	 0.788226	 26.554576	 25.938959	 44.665779	 0.664545	 0.682273	 0.495455	 0.169545	 0.491905	 0.184545	 0.850000	 0.851818	 
25.000000	 1.464908	 608.191463	 597.072298	 0.268989	 64.167341	 64.010859	 -0.544408	 35.832659	 35.989141	 -0.567919	 27.596611	 27.833826	 43.567869	 0.683636	 0.699048	 0.497143	 0.187143	 0.492727	 0.202273	 0.886364	 0.886190	 
25.000000	 5.131852	 610.240846	 578.860084	 1.106009	 63.369770	 62.728732	 -2.235364	 36.630230	 37.271268	 -0.479996	 26.177065	 26.155085	 43.836862	 0.681364	 0.684091	 0.509091	 0.172273	 0.497727	 0.186364	 0.870000	 0.856364	 
25.000000	 -2.535342	 588.432541	 602.110286	 2.791411	 63.352839	 61.743371	 -4.945272	 36.647161	 38.256629	 -0.760998	 24.549385	 24.648326	 43.538823	 0.702273	 0.693182	 0.538636	 0.161364	 0.511818	 0.181364	 0.878636	 0.854545	 
25.000000	 -3.044740	 589.805568	 607.246880	 1.751865	 62.820822	 61.698672	 -3.115613	 37.179178	 38.301328	 -0.254558	 24.507312	 24.522600	 43.352273	 0.691429	 0.691429	 0.530476	 0.162857	 0.514762	 0.176667	 0.870000	 0.854286	 
25.000000	 -3.804226	 581.062554	 602.413623	 -0.137621	 62.136645	 62.212734	 0.159353	 37.863355	 37.787266	 0.158347	 24.402828	 24.318427	 43.608885	 0.680909	 0.690909	 0.517727	 0.161364	 0.519091	 0.171818	 0.852727	 0.852273	 
25.000000	 -1.980207	 593.911665	 604.480485	 1.177080	 62.618049	 61.864117	 -2.092669	 37.381951	 38.135883	 -0.611805	 24.412391	 24.513819	 43.478364	 0.690909	 0.691818	 0.527727	 0.164091	 0.516818	 0.175000	 0.865000	 0.855909	 
25.000000	 -2.084013	 592.993268	 604.582980	 0.384802	 62.786855	 62.534016	 -0.729976	 37.213145	 37.465984	 0.125901	 25.356733	 25.305139	 43.578561	 0.691818	 0.684545	 0.515455	 0.175909	 0.512273	 0.172273	 0.865000	 0.860455	 
25.000000	 -1.010245	 599.104017	 610.451854	 0.836102	 62.783374	 62.114954	 -1.484904	 37.216626	 37.885046	 -0.746758	 25.048326	 25.188186	 43.152354	 0.701500	 0.691905	 0.525762	 0.174500	 0.512381	 0.179524	 0.879500	 0.861381	 
25.000000	 -5.625907	 577.111597	 609.706471	 2.269821	 63.905017	 62.467123	 -3.924138	 36.094983	 37.532877	 0.282900	 26.638979	 26.324751	 43.941184	 0.687273	 0.682273	 0.510476	 0.171818	 0.491905	 0.188182	 0.875455	 0.854091	 
25.000000	 -8.279767	 573.870640	 621.480288	 0.496279	 62.717898	 62.384552	 -0.994376	 37.282102	 37.615448	 -1.084005	 25.068435	 25.042211	 43.085084	 0.691818	 0.705000	 0.525000	 0.168571	 0.520909	 0.184091	 0.875000	 0.870455	 
25.000000	 -4.568298	 582.994948	 609.140920	 2.083990	 62.448263	 61.127042	 -3.607591	 37.551737	 38.872958	 -0.820505	 23.487433	 23.631941	 43.941409	 0.685000	 0.682273	 0.532727	 0.154545	 0.513182	 0.169091	 0.853636	 0.836818	 
25.000000	 -3.267042	 592.496325	 610.309939	 2.244899	 63.502021	 62.176159	 -4.135901	 36.497979	 37.823841	 2.393903	 26.150380	 25.316716	 43.697873	 0.696190	 0.691818	 0.523333	 0.167727	 0.502429	 0.185667	 0.866773	 0.859545	 
25.000000	 -5.523554	 586.440068	 617.664802	 3.759293	 63.550225	 61.079691	 -6.336426	 36.449775	 38.920309	 -0.690355	 24.180359	 24.269518	 43.247204	 0.700952	 0.688571	 0.547143	 0.155238	 0.506190	 0.182381	 0.882857	 0.843810	 
0.000000	 -2.133835	 572.281508	 584.180901	 -0.433067	 62.364943	 62.624786	 0.645306	 37.635057	 37.375214	 -0.268131	 25.000386	 25.045580	 44.318539	 0.668636	 0.686364	 0.505909	 0.161364	 0.508636	 0.177727	 0.841429	 0.847727	 
0.000000	 -0.265606	 581.259985	 582.285715	 -0.001223	 62.268515	 62.413753	 -0.093503	 37.731485	 37.586247	 0.648336	 24.847772	 24.827292	 44.219811	 0.673636	 0.683636	 0.510000	 0.163636	 0.510000	 0.173636	 0.847727	 0.847273	 
0.000000	 -1.379383	 588.895290	 596.615642	 0.023259	 62.206675	 62.181856	 -0.110962	 37.793325	 37.818144	 -0.147245	 24.346962	 24.358967	 43.065352	 0.690455	 0.705000	 0.527727	 0.162727	 0.527727	 0.177273	 0.867273	 0.867727	 
0.000000	 -1.228705	 592.147698	 599.068916	 0.544253	 62.465973	 62.114951	 -0.983529	 37.534027	 37.885049	 0.201893	 24.690963	 24.601330	 42.892841	 0.689048	 0.706190	 0.528571	 0.160476	 0.523333	 0.182857	 0.874286	 0.866667	 
0.000000	 -1.968660	 587.630174	 598.834073	 0.370530	 62.466845	 62.230044	 -0.655041	 37.533155	 37.769956	 -0.393149	 24.647683	 24.714258	 43.132903	 0.691318	 0.701409	 0.526318	 0.165909	 0.522727	 0.178682	 0.869545	 0.867318	 
0.000000	 -2.675577	 584.643021	 600.239248	 0.538227	 62.751066	 62.407007	 -0.951943	 37.248934	 37.592993	 -0.145105	 25.158205	 25.160399	 43.145751	 0.686190	 0.704762	 0.522857	 0.163333	 0.518095	 0.186667	 0.872857	 0.868095	 
0.000000	 0.825908	 603.282321	 598.109908	 -0.608061	 62.069790	 62.429268	 0.870860	 37.930210	 37.570732	 -0.187401	 24.468942	 24.493467	 42.570228	 0.698636	 0.715000	 0.530455	 0.166818	 0.535455	 0.179545	 0.876364	 0.881818	 
0.000000	 -0.646841	 581.582791	 584.668906	 0.825628	 62.628361	 62.109419	 -1.397922	 37.371639	 37.890581	 -0.061644	 24.720680	 24.715888	 43.784094	 0.680000	 0.691364	 0.519545	 0.160455	 0.512727	 0.178636	 0.858636	 0.851818	 
0.000000	 -1.821613	 575.378562	 585.268897	 0.921632	 62.760619	 62.175382	 -1.603330	 37.239381	 37.824618	 -0.289939	 24.915265	 24.961251	 44.337308	 0.671364	 0.683636	 0.512273	 0.158636	 0.501429	 0.179545	 0.849545	 0.842273	 
0.000000	 -1.107779	 577.234779	 583.299294	 1.240022	 62.936682	 62.149769	 -2.154481	 37.063318	 37.850231	 0.335517	 25.107805	 24.992602	 44.215489	 0.673500	 0.681000	 0.513500	 0.162000	 0.504000	 0.177000	 0.854500	 0.843000	 
