Perturbaton	 Ratio_StepLength(%)	 StepLength_R(cm)	 StepLegnth_L(cm)	 Ratio_StancePhase(%)	 StancePhase_R(%)	 StancePhase_L(%)	 Ratio_SwingPhase(%)	 SwingPhase_R(%)	 SwingPhase_L(%)	 Ratio_DoubleLimbS(%)	 doublelimbS_R(%)	 doublelimbS_L(%)	 Cadence(step/min)	 RTO-LTO(s)	 LTO-RTO(s)	 L swing duration(s)	 R double limb duration(s)	 R swing duration(s)	 L double limb duration(s)	 R stance duration(s)	 L stance duration(s)	 
0.000000	 -2.437972	 470.915260	 482.205279	 0.753518	 63.288746	 62.804454	 -1.355180	 36.711254	 37.195546	 0.084297	 26.077007	 26.031595	 47.846022	 0.623636	 0.631818	 0.466818	 0.156364	 0.461364	 0.170455	 0.794091	 0.788182	 
0.000000	 -7.013519	 468.081608	 501.905455	 -0.151481	 62.801142	 62.885183	 0.174784	 37.198858	 37.114817	 -0.152977	 25.760951	 25.775861	 46.820131	 0.627500	 0.651667	 0.475000	 0.153333	 0.475000	 0.176667	 0.805417	 0.805000	 
0.000000	 -6.569024	 467.884556	 498.774502	 -1.375170	 62.807616	 63.663695	 2.267233	 37.192384	 36.336305	 0.306051	 26.470923	 26.368277	 47.235832	 0.626087	 0.645217	 0.461739	 0.163913	 0.473913	 0.171304	 0.798261	 0.809130	 
0.000000	 -5.575114	 461.830257	 486.566130	 -0.762049	 62.583269	 63.049285	 1.198699	 37.416731	 36.950715	 -0.378876	 25.633378	 25.693651	 48.066240	 0.611708	 0.640375	 0.462917	 0.149625	 0.467875	 0.172500	 0.784208	 0.790000	 
0.000000	 -7.122361	 462.092219	 495.383736	 -0.835258	 62.699742	 63.211049	 1.315415	 37.300258	 36.788951	 -0.355635	 26.102273	 25.899318	 47.208859	 0.627458	 0.647542	 0.468292	 0.157500	 0.475000	 0.172542	 0.797500	 0.805042	 
0.000000	 -6.998571	 464.406582	 496.716413	 -0.502496	 63.174769	 63.482272	 0.789236	 36.825231	 36.517728	 -0.060033	 26.638924	 26.604766	 47.534367	 0.615833	 0.647083	 0.461250	 0.155000	 0.465833	 0.181250	 0.797917	 0.802083	 
0.000000	 -5.383902	 471.125101	 496.554893	 0.440166	 63.341801	 63.055611	 -0.815226	 36.658199	 36.944389	 -0.188850	 26.460467	 26.495197	 47.187552	 0.623913	 0.644348	 0.469130	 0.156522	 0.464348	 0.180000	 0.805652	 0.800870	 
0.000000	 -5.069910	 483.670626	 507.857563	 -0.087648	 63.174177	 63.217403	 0.060499	 36.825823	 36.782597	 -0.091492	 26.405070	 26.409404	 45.941283	 0.644783	 0.662174	 0.480435	 0.163913	 0.480870	 0.181304	 0.825652	 0.826087	 
25.000000	 -3.795314	 464.727356	 480.781699	 1.062576	 62.512092	 61.838039	 -1.842760	 37.487908	 38.161961	 0.670321	 24.477704	 24.288405	 48.642232	 0.603333	 0.630833	 0.468040	 0.134125	 0.464000	 0.166667	 0.771250	 0.760375	 
25.000000	 -2.324554	 472.483012	 482.221085	 1.423537	 62.680359	 61.783524	 -2.426224	 37.319641	 38.216476	 0.072637	 24.466698	 24.403651	 47.984559	 0.623750	 0.628333	 0.478333	 0.145000	 0.467917	 0.160417	 0.784583	 0.773333	 
