Perturbaton	 Ratio_StepLength(%)	 StepLength_R(cm)	 StepLegnth_L(cm)	 Ratio_StancePhase(%)	 StancePhase_R(%)	 StancePhase_L(%)	 Ratio_SwingPhase(%)	 SwingPhase_R(%)	 SwingPhase_L(%)	 Ratio_DoubleLimbS(%)	 doublelimbS_R(%)	 doublelimbS_L(%)	 Cadence(step/min)	 RTO-LTO(s)	 LTO-RTO(s)	 L swing duration(s)	 R double limb duration(s)	 R swing duration(s)	 L double limb duration(s)	 R stance duration(s)	 L stance duration(s)	 
0.000000	 -1.502709	 532.798547	 540.701295	 -0.125098	 62.265121	 62.333617	 0.140438	 37.734879	 37.666383	 0.034230	 24.637378	 24.598423	 43.155090	 0.692000	 0.697500	 0.523500	 0.169000	 0.524500	 0.173000	 0.866500	 0.866500	 
0.000000	 -2.996182	 525.412648	 541.249161	 -0.292242	 62.307014	 62.483728	 0.445149	 37.692986	 37.516272	 -0.281133	 24.766169	 24.811258	 43.322658	 0.687273	 0.700000	 0.520000	 0.166364	 0.522273	 0.177727	 0.863182	 0.866364	 
0.000000	 -0.421242	 537.246842	 540.438016	 -0.334453	 62.513094	 62.717316	 0.523751	 37.486906	 37.282684	 -0.016310	 25.180469	 25.177333	 43.104407	 0.686190	 0.709048	 0.520000	 0.166190	 0.523810	 0.185238	 0.870952	 0.875238	 
0.000000	 -0.367917	 537.328776	 538.836466	 0.204610	 62.883838	 62.751126	 -0.375391	 37.116162	 37.248874	 -0.092066	 25.637103	 25.636617	 42.797939	 0.699091	 0.703636	 0.522273	 0.176364	 0.520455	 0.183182	 0.881818	 0.880000	 
0.000000	 -0.357844	 545.236984	 546.927883	 0.022946	 62.623102	 62.605103	 -0.064189	 37.376898	 37.394897	 -0.028102	 25.279047	 25.275719	 42.203573	 0.705714	 0.713333	 0.530952	 0.175714	 0.530000	 0.183333	 0.890476	 0.889048	 
0.000000	 -2.965761	 533.134619	 548.844044	 -0.033232	 62.375121	 62.392533	 0.031779	 37.624879	 37.607467	 0.167667	 24.912787	 24.751767	 42.796993	 0.695238	 0.707143	 0.527143	 0.167619	 0.527619	 0.179524	 0.874762	 0.874762	 
0.000000	 -2.349733	 536.608193	 549.174248	 -0.672243	 62.574208	 62.991225	 1.098425	 37.425792	 37.008775	 -0.051630	 25.533674	 25.532100	 42.557279	 0.695909	 0.715455	 0.522273	 0.173636	 0.528636	 0.186818	 0.882273	 0.889091	 
0.000000	 -5.363791	 525.105838	 553.918031	 -0.708342	 62.429592	 62.865260	 1.129863	 37.570408	 37.134740	 -0.207898	 25.223778	 25.255241	 42.853173	 0.688095	 0.713810	 0.520952	 0.168095	 0.527619	 0.186190	 0.874286	 0.881905	 
25.000000	 -2.092522	 530.058487	 541.114487	 0.688411	 62.766599	 62.327647	 -1.211222	 37.233401	 37.672353	 0.016174	 25.158620	 25.134732	 43.088010	 0.692857	 0.697619	 0.523810	 0.169048	 0.517143	 0.180476	 0.874286	 0.866667	 
25.000000	 -2.419755	 523.351234	 535.995081	 1.485677	 63.352129	 62.411087	 -2.567713	 36.647871	 37.588913	 -0.067093	 25.671543	 25.679034	 43.519951	 0.692727	 0.690455	 0.518095	 0.172273	 0.507727	 0.182727	 0.873636	 0.862727	 
