Perturbaton	 Ratio_StepLength(%)	 StepLength_R(cm)	 StepLegnth_L(cm)	 Ratio_StancePhase(%)	 StancePhase_R(%)	 StancePhase_L(%)	 Ratio_SwingPhase(%)	 SwingPhase_R(%)	 SwingPhase_L(%)	 Ratio_DoubleLimbS(%)	 doublelimbS_R(%)	 doublelimbS_L(%)	 Cadence(step/min)	 RTO-LTO(s)	 LTO-RTO(s)	 L swing duration(s)	 R double limb duration(s)	 R swing duration(s)	 L double limb duration(s)	 R stance duration(s)	 L stance duration(s)	 
0.000000	 -1.868872	 495.134309	 504.146324	 1.634764	 63.776773	 62.737554	 -2.853697	 36.223227	 37.262446	 -0.134512	 26.473812	 26.482569	 46.513689	 0.654348	 0.638261	 0.481304	 0.172174	 0.468261	 0.170000	 0.823043	 0.810435	 
0.000000	 -1.750107	 489.472440	 497.919699	 1.584700	 63.895091	 62.882374	 -2.806599	 36.104909	 37.117626	 -0.014872	 26.838528	 26.818051	 46.832257	 0.644783	 0.633913	 0.474783	 0.170435	 0.461304	 0.172609	 0.818696	 0.804348	 
0.000000	 -1.393799	 496.186882	 503.000597	 0.558367	 63.611122	 63.251200	 -1.012170	 36.388878	 36.748800	 -0.089803	 26.849081	 26.842324	 46.503644	 0.647391	 0.643478	 0.474348	 0.173043	 0.470000	 0.173478	 0.820870	 0.816522	 
0.000000	 -3.191445	 489.403140	 505.033634	 0.888849	 63.820281	 63.246808	 -1.616037	 36.179719	 36.753192	 -0.379999	 27.057804	 27.136046	 46.607624	 0.646208	 0.641292	 0.473292	 0.173333	 0.465000	 0.176292	 0.821667	 0.814625	 
0.000000	 -2.244289	 491.094291	 502.081478	 1.589289	 64.085635	 63.067807	 -2.831115	 35.914365	 36.932193	 0.319146	 27.151150	 27.050665	 46.675707	 0.653043	 0.632609	 0.474783	 0.178261	 0.463043	 0.169565	 0.823913	 0.810870	 
0.000000	 -3.889892	 488.044239	 507.261002	 1.452659	 64.102881	 63.175313	 -2.567044	 35.897119	 36.824687	 -0.096585	 27.288563	 27.297602	 46.737487	 0.653043	 0.631304	 0.472609	 0.179565	 0.460435	 0.170870	 0.823043	 0.810870	 
0.000000	 0.463416	 501.873611	 499.351942	 1.526174	 64.273581	 63.296678	 -2.737129	 35.726419	 36.703322	 0.256508	 27.686100	 27.605162	 46.440839	 0.660000	 0.630435	 0.473913	 0.186957	 0.460870	 0.169565	 0.831739	 0.817391	 
0.000000	 -0.348220	 499.384017	 501.084121	 2.198703	 64.106467	 62.705416	 -3.863231	 35.893533	 37.294584	 -0.533027	 26.725696	 26.858030	 46.443593	 0.666250	 0.627917	 0.482917	 0.184167	 0.464167	 0.163750	 0.828333	 0.812083	 
25.000000	 -5.978600	 483.109071	 512.397789	 1.842760	 63.590411	 62.432288	 -3.202236	 36.409589	 37.567712	 -0.195370	 25.998070	 26.093752	 46.843269	 0.653478	 0.626957	 0.481739	 0.171304	 0.467391	 0.159565	 0.813478	 0.798261	 
25.000000	 -3.229703	 496.439425	 513.176749	 1.906436	 64.082488	 62.859795	 -3.410537	 35.917512	 37.140205	 -0.152883	 26.965716	 26.979915	 45.900628	 0.673043	 0.633913	 0.485217	 0.187391	 0.468696	 0.165217	 0.837826	 0.821304	 
